page,type,raw,translation,note
151,术语,Technical trader,技术分析交易员,主观看图交易者：根据价格图形形态的“规则”做决策
151,术语,a head and shoulders pattern,头肩形态,技术分析经典图形：三个峰、中间最高，常被视为趋势反转信号
151,词组,put an idea through the grinder of a research process,让（想法）过一遍“绞肉机”般的检验,grinder = 研磨机；比喻研究流程的严苛筛选，活到最后才算数
151,词组,research is an activity that is fraught with peril,充满凶险,fraught with = 充满（负面事物）；peril = 危险（书面语）
151,生词,forgo rigor in favor of wishful thinking,放弃；舍弃,forgo = 主动放弃；in favor of = 转而选择
151,术语,the in-sample period / the out-of-sample period,样本内区间 / 样本外区间,样本内=用来训练模型的数据段；样本外=留出来检验模型真本事的数据段
151,难句,"This could be because the idea itself is not based on valid theory, or it might be because the human version is ultimately less rule based, as one might like to believe, condemning a truly systematic implementation to be unsuccessful.",这可能是因为这类想法本身就没有有效理论根基，也可能如有人愿意相信的那样，是因为人操作的版本终究没那么“规则化”，从而注定纯系统化的复刻难以成功。,condemn ... to = 使…注定（坏结局），不是“谴责”；as one might like to believe 为插入语；分词短语 condemning ... 表结果
152,词组,That sounds rather like a mouthful of marbles.,一长串拗口难懂的话,a mouthful = 绕口的一串话；marble = 玻璃弹珠，含着一嘴弹珠说话→更含混
152,词组,let's walk through it term by term,逐项讲解,walk sb through sth = 一步步带着过一遍；term by term = 逐个词
152,术语,These levels are parameters.,参数,定义模型某方面、可自由设定并影响表现的量；找最优参数=训练（train）模型
152,多义,generate a lukewarm reaction,不冷不热的；冷淡的,本义微温的（水）；引申=兴趣寥寥的反应
152,词组,fine-tune the choices he presents to you,微调,tune 调音→fine-tune = 精细调整（参数、方案）
152,生词,a matter we will discuss in some detail forthwith,随即；马上,正式用语 = immediately、紧接着
152,多义,the quant's model is constantly buffeted by new information,受到连番冲击,buffet 动词=（风浪）反复捶打；⚠与名词“自助餐”同形不同音
152,语法,"To the extent he succeeds in this endeavor, he has performed well.",在他做到这一点的限度内（做到几分算几分）,to the extent (that) = 在…的程度上；表示成败按程度衡量而非全有全无
153,词组,known to the model in their entirety,完完整整地,in its/their entirety = 整体、全部地
153,多义,like the answer key to a test in grade school,标准答案；答案册,key 此处=答案；样本内数据对模型来说如同开卷考试的答案
153,生词,its breadth and its length,广度,broad 的名词；⚠形近 breath（呼吸）/ breadth（宽度）
153,词组,she has at her disposal data starting in 1990,可供她随意使用,disposal 此处=支配权，不是“丢弃处理”
153,术语,a broad cross-section of stocks across sectors and capitalization levels,横截面,统计术语：同一时点上跨个体（行业、市值）的样本范围，与时间序列相对
153,术语,equity risk premium,股票风险溢价,持有股票相对无风险资产要求的超额回报；书中用标普盈利收益率减 10 年期国债收益率计算
153,多义,scenarios and market events that the model has to fit itself to / model fitting,拟合,fit 统计义=让模型贴合数据；不是“合身、健身”
153,难句,"On the other hand, the more data the model is allowed to see while it is being tuned, the greater the risk of creating a model that is nothing more than a good explanation of the past.",另一方面，调校模型时让它看到的数据越多，造出一个“只不过把过去解释得很好”的模型的风险就越大。,"the more ..., the greater ... 比较级平行结构；nothing more than = 仅仅是（暗指过拟合历史）；tune = 调校"
154,术语,10-year Treasury note,（美国）10 年期国债,note 此处=中期国库券，⚠不是“笔记”；按期限分 bill（短）/note（中）/bond（长）
154,术语,for tactical asset allocation purposes,战术资产配置,依据短中期判断在资产类别间动态调仓，与长期“战略配置”相对
154,文化,"as they say, one picture is worth a thousand words",一图胜千言,英语谚语；as they say = 常言道
154,多义,its return stream is very lumpy,（收益）疙疙瘩瘩、极不平滑,lump = 块、疙瘩；指利润集中在少数时段、大起大落；作者自创统计量 lumpiness = 显著高于均值的时段贡献的收益占比
154,词组,to sit on the sidelines making almost no trades,场边观望；按兵不动,sideline = 球场边线；比喻不下场交易、空仓等待
155,生词,this misperception is mainly due to a wide variety of deadly traps,误解；错误认知,mis- + perception（感知）；⚠近义 misconception（错误观念）
155,多义,a statistic we dubbed lumpiness,把…命名为,dub 此处=起名、冠以称号；另一义“配音”
155,语法,"it is good to know what to expect as an investor in or practitioner of a strategy, if for no other reason than to discern when the strategy's behavior is changing",哪怕别无它用、单为…也值得,固定句式：退一步说，仅凭这一条理由也该做
155,术语,the peak-to-valley drawdown is –15 percent,峰谷回撤,从净值最高点到随后最低点的最大跌幅；投资人须承受的痛苦上限，越小越好
155,术语,the annualized standard deviation of its daily returns,年化的,把不同期限的收益或波动折算成一年口径
156,多义,the strategy will remain in negative territory for quite a while,亏损区间,territory 本义领土；in negative/positive territory = 处于负值/正值区间（财经高频）
156,术语,a convertible bond arbitrage strategy,可转债套利,做多可转债并对冲相关风险，赚取其定价偏差
156,术语,The problem was sample bias.,样本偏差,样本不能公平代表所有可能结果，导致结论失真（如只覆盖顺境年份）
156,生词,an underappreciation of the potential downside risks,认识不足；低估,under- + appreciation；⚠appreciate 多义：领会/升值/感激
156,词组,if the environment did turn ugly,（形势）变糟、变险恶,ugly 引申=险恶的；did 为强调助动词=真的变糟
156,词组,even then is at best a ballpark figure,大致估计的数字,美国文化梗：ballpark = 棒球场；in the ballpark = 八九不离十
156,术语,This practice is known as resampling.,重采样,把历史收益序列反复洗牌重排，生成成千上万条理论上可能的路径，以增强历史样本的说服力
